loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,application_date,loan_status,age,age_group,gender,employment_status,annual_income,income_group,credit_score,credit_score_group,city,province,branch_name,approved_flag,rejected_flag,defaulted_flag
9152,1176,Business Loan,22763.16,15.75,24,2024-11-13,Approved,53,51-65,Male,Self-employed,73467,High Income,547,Poor,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9153,1144,Auto Loan,12102.24,8.75,36,2023-05-30,Paid Off,52,51-65,Male,Student,22969,Low Income,639,Fair,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9154,1210,Personal Loan,16545.86,11.82,24,2024-05-09,Rejected,54,51-65,Male,Full-time,57732,Middle Income,540,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,0,1,0
9155,1354,Personal Loan,29765.3,11.1,12,2024-02-10,Rejected,29,26-35,Female,Student,12000,Low Income,522,Poor,Halifax,Nova Scotia,Halifax Main Branch,0,1,0
9156,1354,Auto Loan,26072.87,11.69,24,2023-12-02,Defaulted,29,26-35,Female,Student,12000,Low Income,522,Poor,Halifax,Nova Scotia,Halifax Main Branch,0,0,1
9157,1414,Personal Loan,2000.0,15.26,48,2024-09-04,Rejected,49,36-50,Female,Retired,42444,Middle Income,543,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9158,1484,Mortgage,440617.02,11.58,300,2023-12-27,Approved,69,66+,Female,Full-time,55816,Middle Income,537,Poor,Toronto,Ontario,Toronto Main Branch,1,0,0
9159,1485,Personal Loan,25705.81,10.82,240,2023-03-14,Approved,33,26-35,Male,Part-time,52386,Middle Income,641,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9160,1780,Business Loan,69617.84,7.48,36,2023-03-22,Approved,29,26-35,Male,Full-time,75070,High Income,690,Good,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9161,1869,Personal Loan,13880.54,12.46,12,2023-07-23,Approved,68,66+,Female,Part-time,54592,Middle Income,565,Poor,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9162,1869,Mortgage,340042.02,13.65,12,2024-03-15,Rejected,68,66+,Female,Part-time,54592,Middle Income,565,Poor,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9163,1046,Mortgage,464279.54,10.33,48,2024-09-06,Approved,24,18-25,Female,Part-time,45077,Middle Income,613,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9164,1046,Auto Loan,29206.22,8.3,48,2023-10-09,Approved,24,18-25,Female,Part-time,45077,Middle Income,613,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9165,1541,Personal Loan,32854.75,17.37,60,2023-06-22,Approved,56,51-65,Female,Part-time,28990,Low Income,520,Poor,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9166,1434,Business Loan,154807.65,8.05,36,2023-05-20,Rejected,67,66+,Male,Full-time,73535,High Income,687,Good,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9167,1352,Auto Loan,33197.65,4.07,36,2024-02-08,Approved,50,36-50,Female,Self-employed,108658,High Income,761,Very Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9168,1149,Mortgage,388349.56,14.42,240,2024-11-29,Rejected,18,18-25,Female,Student,26281,Low Income,528,Poor,Vancouver,British Columbia,Vancouver Main Branch,0,1,0
9169,1236,Mortgage,411197.89,17.09,24,2023-10-14,Approved,45,36-50,Male,Full-time,69075,Middle Income,493,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9170,1675,Student Loan,23254.81,14.67,24,2024-01-26,Approved,33,26-35,Male,Full-time,83473,High Income,570,Poor,Calgary,Alberta,Calgary Main Branch,1,0,0
9171,1675,Student Loan,3616.39,13.76,12,2023-07-15,Approved,33,26-35,Male,Full-time,83473,High Income,570,Poor,Calgary,Alberta,Calgary Main Branch,1,0,0
9172,1205,Auto Loan,32328.59,10.28,36,2023-08-31,Rejected,56,51-65,Female,Full-time,83916,High Income,625,Fair,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9173,1047,Business Loan,137329.5,16.31,240,2024-05-02,Approved,38,36-50,Female,Full-time,55335,Middle Income,536,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9174,1834,Business Loan,61265.4,12.52,240,2024-08-11,Paid Off,43,36-50,Male,Part-time,27085,Low Income,564,Poor,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9175,1237,Auto Loan,34114.36,8.2,60,2024-11-03,Approved,40,36-50,Female,Retired,62605,Middle Income,607,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9176,1038,Auto Loan,25398.95,8.85,60,2024-05-14,Approved,32,26-35,Female,Full-time,61425,Middle Income,678,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9177,1420,Mortgage,470881.23,13.77,300,2024-04-09,Approved,59,51-65,Female,Self-employed,65617,Middle Income,650,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9178,1321,Business Loan,62535.91,8.33,12,2023-03-06,Approved,66,66+,Male,Self-employed,101028,High Income,611,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9179,1157,Mortgage,329924.24,11.17,48,2024-10-03,Approved,32,26-35,Female,Full-time,79338,High Income,671,Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9180,1846,Personal Loan,10156.89,9.46,240,2024-12-16,Approved,65,51-65,Female,Full-time,80328,High Income,665,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9181,1803,Auto Loan,22974.22,15.47,12,2023-03-15,Rejected,26,26-35,Male,Part-time,46041,Middle Income,540,Poor,Edmonton,Alberta,Edmonton Main Branch,0,1,0
9182,1599,Personal Loan,19472.19,12.52,24,2023-05-06,Paid Off,46,36-50,Female,Full-time,74879,High Income,628,Fair,Surrey,British Columbia,Surrey Main Branch,0,0,0
9183,1295,Personal Loan,32673.08,12.16,36,2024-01-18,Rejected,24,18-25,Female,Student,26640,Low Income,641,Fair,Mississauga,Ontario,Mississauga Main Branch,0,1,0
9184,1295,Personal Loan,36667.77,10.55,48,2024-09-05,Paid Off,24,18-25,Female,Student,26640,Low Income,641,Fair,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9185,1740,Personal Loan,22043.36,6.2,48,2024-03-09,Approved,25,18-25,Male,Self-employed,105489,High Income,828,Excellent,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9186,1740,Personal Loan,27463.64,4.29,12,2023-12-05,Approved,25,18-25,Male,Self-employed,105489,High Income,828,Excellent,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9187,1962,Student Loan,13659.36,16.32,240,2024-03-22,Defaulted,68,66+,Male,Student,23173,Low Income,538,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,0,0,1
9188,1530,Auto Loan,24753.1,8.3,300,2024-05-17,Approved,66,66+,Male,Part-time,37874,Middle Income,681,Good,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9189,1527,Personal Loan,11519.89,11.14,240,2024-05-07,Approved,45,36-50,Male,Full-time,65488,Middle Income,658,Fair,Regina,Saskatchewan,Regina Main Branch,1,0,0
9190,1527,Mortgage,333486.13,10.64,60,2023-12-10,Approved,45,36-50,Male,Full-time,65488,Middle Income,658,Fair,Regina,Saskatchewan,Regina Main Branch,1,0,0
9191,1883,Student Loan,20729.65,12.21,60,2024-06-27,Rejected,51,51-65,Male,Full-time,87304,High Income,671,Good,Brampton,Ontario,Brampton Main Branch,0,1,0
9192,1883,Personal Loan,10774.35,9.69,12,2024-07-05,Approved,51,51-65,Male,Full-time,87304,High Income,671,Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9193,1877,Personal Loan,20108.3,14.32,24,2024-10-07,Approved,51,51-65,Female,Unemployed,12000,Low Income,513,Poor,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9194,1056,Auto Loan,23360.78,12.5,60,2024-07-06,Rejected,43,36-50,Female,Full-time,54928,Middle Income,565,Poor,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9195,1788,Mortgage,565861.64,12.9,60,2023-05-30,Approved,45,36-50,Female,Part-time,35644,Middle Income,627,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9196,1649,Personal Loan,24090.79,7.01,120,2023-12-09,Approved,36,36-50,Female,Full-time,66341,Middle Income,689,Good,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9197,1829,Personal Loan,3214.55,8.85,48,2024-11-24,Paid Off,49,36-50,Male,Self-employed,101040,High Income,651,Fair,Brampton,Ontario,Brampton Main Branch,0,0,0
9198,1811,Mortgage,390723.78,6.91,36,2024-12-08,Approved,30,26-35,Female,Part-time,30365,Middle Income,623,Fair,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9199,1666,Personal Loan,10734.26,4.73,48,2024-04-18,Approved,22,18-25,Female,Full-time,72973,High Income,814,Excellent,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9200,1225,Student Loan,23172.48,15.6,48,2024-08-19,Approved,29,26-35,Female,Unemployed,20579,Low Income,535,Poor,Calgary,Alberta,Calgary Main Branch,1,0,0
9201,1742,Mortgage,377006.45,6.32,300,2023-07-29,Rejected,56,51-65,Male,Full-time,78558,High Income,736,Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,1,0
9202,1347,Personal Loan,16614.34,14.91,300,2024-08-17,Approved,37,36-50,Female,Retired,39984,Middle Income,512,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9203,1037,Business Loan,123077.17,15.71,24,2023-09-28,Paid Off,33,26-35,Female,Student,24977,Low Income,579,Poor,Brampton,Ontario,Brampton Main Branch,0,0,0
9204,1965,Business Loan,2000.0,9.79,12,2024-06-18,Approved,22,18-25,Female,Part-time,23788,Low Income,531,Poor,Brampton,Ontario,Brampton Main Branch,1,0,0
9205,1916,Personal Loan,26228.59,9.58,120,2023-07-07,Approved,55,51-65,Male,Full-time,77241,High Income,648,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9206,1987,Personal Loan,22191.61,9.01,60,2024-10-31,Rejected,39,36-50,Male,Part-time,29355,Low Income,640,Fair,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9207,1559,Business Loan,153428.8,6.98,240,2024-12-05,Approved,21,18-25,Male,Full-time,93718,High Income,708,Good,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9208,1863,Student Loan,14799.14,15.88,12,2024-07-06,Rejected,34,26-35,Male,Retired,47799,Middle Income,592,Fair,Montreal,Quebec,Montreal Main Branch,0,1,0
9209,1304,Business Loan,93111.83,6.35,48,2024-05-26,Paid Off,29,26-35,Female,Full-time,73833,High Income,724,Good,Brampton,Ontario,Brampton Main Branch,0,0,0
9210,1715,Student Loan,12988.08,13.88,48,2024-01-09,Rejected,39,36-50,Male,Student,12000,Low Income,514,Poor,Calgary,Alberta,Calgary Main Branch,0,1,0
9211,1798,Auto Loan,31129.06,16.94,60,2023-10-31,Rejected,54,51-65,Male,Unemployed,23848,Low Income,543,Poor,Brampton,Ontario,Brampton Main Branch,0,1,0
9212,1662,Mortgage,487511.33,7.83,300,2024-02-29,Rejected,36,36-50,Female,Part-time,33741,Middle Income,624,Fair,Calgary,Alberta,Calgary Main Branch,0,1,0
9213,1244,Personal Loan,21717.27,8.78,48,2024-05-13,Approved,70,66+,Female,Full-time,55377,Middle Income,684,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9214,1771,Auto Loan,27154.9,5.26,60,2023-04-19,Approved,31,26-35,Male,Full-time,88657,High Income,754,Very Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9215,1948,Mortgage,495769.57,18.7,12,2024-12-28,Approved,28,26-35,Male,Full-time,78797,High Income,477,Poor,Calgary,Alberta,Calgary Main Branch,1,0,0
9216,1948,Mortgage,156336.66,14.38,24,2023-08-10,Defaulted,28,26-35,Male,Full-time,78797,High Income,477,Poor,Calgary,Alberta,Calgary Main Branch,0,0,1
9217,1753,Mortgage,300973.44,13.36,300,2024-04-08,Approved,61,51-65,Male,Full-time,51378,Middle Income,560,Poor,Montreal,Quebec,Montreal Main Branch,1,0,0
9218,1785,Business Loan,12984.0,8.1,24,2024-04-24,Paid Off,55,51-65,Female,Part-time,37633,Middle Income,636,Fair,Mississauga,Ontario,Mississauga Main Branch,0,0,0
9219,1201,Personal Loan,8192.86,9.97,120,2023-04-27,Approved,69,66+,Female,Full-time,87825,High Income,669,Fair,Toronto,Ontario,Toronto Main Branch,1,0,0
9220,1482,Student Loan,14726.51,15.31,60,2024-10-05,Approved,52,51-65,Female,Full-time,62825,Middle Income,523,Poor,Surrey,British Columbia,Surrey Main Branch,1,0,0
9221,1358,Business Loan,29603.11,17.14,300,2024-03-18,Approved,63,51-65,Female,Full-time,117428,High Income,585,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9222,1358,Auto Loan,39603.62,13.69,48,2024-07-24,Approved,63,51-65,Female,Full-time,117428,High Income,585,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9223,1628,Personal Loan,16304.41,14.69,240,2024-09-09,Approved,56,51-65,Female,Part-time,45079,Middle Income,566,Poor,Toronto,Ontario,Toronto Main Branch,1,0,0
9224,1316,Mortgage,433136.15,16.82,12,2023-05-20,Approved,41,36-50,Female,Full-time,67799,Middle Income,588,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9225,1714,Personal Loan,18752.56,18.46,36,2023-11-13,Approved,18,18-25,Female,Self-employed,54084,Middle Income,597,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9226,1714,Personal Loan,24728.31,11.47,24,2024-12-19,Approved,18,18-25,Female,Self-employed,54084,Middle Income,597,Fair,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9227,1028,Mortgage,499562.87,9.34,36,2024-09-10,Approved,50,36-50,Female,Full-time,96095,High Income,637,Fair,Montreal,Quebec,Montreal Main Branch,1,0,0
9228,1891,Personal Loan,11475.39,9.04,60,2023-07-19,Paid Off,47,36-50,Female,Full-time,86357,High Income,601,Fair,Brampton,Ontario,Brampton Main Branch,0,0,0
9229,1098,Mortgage,224806.76,7.39,36,2024-12-13,Paid Off,41,36-50,Female,Full-time,107668,High Income,636,Fair,Montreal,Quebec,Montreal Main Branch,0,0,0
9230,1736,Auto Loan,21567.58,15.63,48,2024-05-06,Rejected,67,66+,Female,Part-time,41441,Middle Income,583,Fair,Halifax,Nova Scotia,Halifax Main Branch,0,1,0
9231,1428,Personal Loan,25393.45,8.62,36,2023-03-24,Approved,65,51-65,Other,Part-time,12000,Low Income,505,Poor,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9232,1080,Business Loan,72944.08,14.92,12,2024-04-08,Approved,61,51-65,Female,Full-time,85833,High Income,590,Fair,Toronto,Ontario,Toronto Main Branch,1,0,0
9233,1801,Business Loan,73843.78,6.77,24,2023-03-16,Approved,44,36-50,Female,Full-time,117532,High Income,753,Very Good,Regina,Saskatchewan,Regina Main Branch,1,0,0
9234,1838,Personal Loan,10458.11,12.59,24,2024-11-21,Paid Off,66,66+,Female,Full-time,85633,High Income,672,Good,Halifax,Nova Scotia,Halifax Main Branch,0,0,0
9235,1922,Business Loan,52630.52,15.61,36,2023-12-22,Approved,68,66+,Male,Self-employed,83880,High Income,582,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9236,1076,Mortgage,510754.14,14.6,36,2023-07-12,Paid Off,21,18-25,Male,Part-time,60051,Middle Income,610,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,0,0,0
9237,1193,Auto Loan,39663.35,12.62,60,2023-07-21,Approved,47,36-50,Male,Full-time,65438,Middle Income,665,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9238,1489,Student Loan,20157.58,17.13,36,2023-09-07,Approved,47,36-50,Female,Part-time,55977,Middle Income,571,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9239,1942,Personal Loan,5373.68,8.92,60,2024-08-28,Approved,28,26-35,Male,Full-time,76791,High Income,604,Fair,Montreal,Quebec,Montreal Main Branch,1,0,0
9240,1497,Student Loan,19284.92,8.35,12,2024-08-03,Approved,70,66+,Male,Retired,79544,High Income,648,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9241,1602,Business Loan,95754.94,11.85,300,2023-10-04,Approved,43,36-50,Female,Full-time,95227,High Income,617,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9242,1602,Personal Loan,15651.7,10.96,48,2023-02-25,Approved,43,36-50,Female,Full-time,95227,High Income,617,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9243,1421,Auto Loan,38176.06,14.72,48,2024-01-12,Rejected,19,18-25,Female,Part-time,38032,Middle Income,502,Poor,Toronto,Ontario,Toronto Main Branch,0,1,0
9244,1717,Mortgage,551128.32,10.54,36,2024-08-17,Approved,34,26-35,Male,Full-time,85138,High Income,667,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9245,1462,Student Loan,12357.46,17.97,240,2023-02-15,Defaulted,69,66+,Other,Full-time,38949,Middle Income,515,Poor,Hamilton,Ontario,Hamilton Main Branch,0,0,1
9246,1185,Mortgage,53657.16,7.22,48,2024-12-12,Approved,62,51-65,Male,Retired,64670,Middle Income,695,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9247,1260,Mortgage,416446.22,8.85,48,2024-07-24,Paid Off,28,26-35,Male,Full-time,80847,High Income,649,Fair,Quebec City,Quebec,Quebec City Main Branch,0,0,0
9248,1318,Auto Loan,28717.75,14.91,24,2023-07-20,Approved,41,36-50,Female,Part-time,24070,Low Income,573,Poor,Montreal,Quebec,Montreal Main Branch,1,0,0
9249,1799,Mortgage,231562.0,14.73,24,2023-10-20,Approved,58,51-65,Male,Full-time,74437,High Income,582,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9250,1296,Mortgage,297092.16,11.84,12,2024-07-15,Approved,33,26-35,Male,Full-time,90199,High Income,614,Fair,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9251,1709,Personal Loan,16223.81,9.08,48,2023-11-08,Approved,55,51-65,Male,Self-employed,100648,High Income,633,Fair,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9252,1368,Personal Loan,5847.16,14.3,48,2024-06-02,Rejected,38,36-50,Male,Student,22536,Low Income,513,Poor,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9253,1368,Mortgage,462046.1,10.0,60,2023-07-06,Defaulted,38,36-50,Male,Student,22536,Low Income,513,Poor,Ottawa,Ontario,Ottawa Main Branch,0,0,1
9254,1459,Mortgage,209018.41,11.59,120,2023-08-13,Approved,39,36-50,Female,Part-time,35446,Middle Income,514,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9255,1459,Auto Loan,34602.77,14.56,60,2023-05-01,Approved,39,36-50,Female,Part-time,35446,Middle Income,514,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9256,1674,Personal Loan,19069.24,17.09,48,2024-08-12,Rejected,40,36-50,Female,Student,17725,Low Income,496,Poor,Hamilton,Ontario,Hamilton Main Branch,0,1,0
9257,1499,Personal Loan,17211.13,10.85,120,2023-01-10,Approved,26,26-35,Male,Full-time,71240,High Income,567,Poor,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9258,1499,Personal Loan,10367.11,12.55,24,2024-12-27,Approved,26,26-35,Male,Full-time,71240,High Income,567,Poor,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9259,1116,Auto Loan,43696.93,16.46,48,2024-06-15,Rejected,68,66+,Female,Self-employed,85955,High Income,530,Poor,Ottawa,Ontario,Ottawa Main Branch,0,1,0
9260,1796,Mortgage,461553.35,10.58,48,2024-05-30,Approved,45,36-50,Female,Full-time,56214,Middle Income,454,Poor,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9261,1040,Business Loan,132427.91,9.01,36,2024-09-30,Paid Off,68,66+,Female,Unemployed,31753,Middle Income,632,Fair,Vancouver,British Columbia,Vancouver Main Branch,0,0,0
9262,1847,Personal Loan,17088.03,16.72,60,2024-01-31,Approved,23,18-25,Other,Student,22793,Low Income,459,Poor,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9263,1488,Personal Loan,17644.52,8.47,24,2024-09-03,Approved,59,51-65,Other,Full-time,72688,High Income,603,Fair,Saskatoon,Saskatchewan,Saskatoon Main Branch,1,0,0
9264,1639,Personal Loan,16186.58,15.4,24,2024-05-14,Approved,52,51-65,Male,Full-time,40475,Middle Income,582,Fair,Vancouver,British Columbia,Vancouver Main Branch,1,0,0
9265,1379,Personal Loan,3553.18,9.99,120,2024-08-31,Rejected,66,66+,Female,Full-time,76696,High Income,660,Fair,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9266,1379,Auto Loan,32963.67,10.57,60,2023-08-27,Rejected,66,66+,Female,Full-time,76696,High Income,660,Fair,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9267,1933,Personal Loan,31826.64,6.65,24,2024-08-28,Approved,22,18-25,Female,Self-employed,121776,Very High Income,709,Good,Montreal,Quebec,Montreal Main Branch,1,0,0
9268,1120,Personal Loan,18382.92,11.15,60,2024-04-05,Approved,52,51-65,Female,Full-time,62210,Middle Income,693,Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9269,1731,Business Loan,90381.91,5.63,24,2023-11-07,Approved,36,36-50,Female,Full-time,63923,Middle Income,727,Good,Brampton,Ontario,Brampton Main Branch,1,0,0
9270,1731,Personal Loan,28987.01,5.84,48,2024-08-15,Paid Off,36,36-50,Female,Full-time,63923,Middle Income,727,Good,Brampton,Ontario,Brampton Main Branch,0,0,0
9271,1635,Auto Loan,24549.56,9.5,36,2023-01-21,Approved,66,66+,Female,Full-time,53429,Middle Income,653,Fair,Surrey,British Columbia,Surrey Main Branch,1,0,0
9272,1767,Mortgage,370274.77,7.61,48,2024-03-15,Approved,35,26-35,Male,Full-time,66521,Middle Income,660,Fair,Toronto,Ontario,Toronto Main Branch,1,0,0
9273,1898,Mortgage,545571.56,7.11,48,2023-06-10,Defaulted,38,36-50,Female,Full-time,87369,High Income,735,Good,Quebec City,Quebec,Quebec City Main Branch,0,0,1
9274,1898,Mortgage,244222.15,7.1,36,2023-03-05,Approved,38,36-50,Female,Full-time,87369,High Income,735,Good,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9275,1091,Mortgage,383755.83,13.61,36,2023-07-09,Approved,57,51-65,Male,Part-time,29518,Low Income,499,Poor,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9276,1091,Personal Loan,25858.33,13.85,240,2023-08-17,Defaulted,57,51-65,Male,Part-time,29518,Low Income,499,Poor,Halifax,Nova Scotia,Halifax Main Branch,0,0,1
9277,1911,Mortgage,552457.07,10.92,120,2023-01-01,Approved,32,26-35,Female,Full-time,69400,Middle Income,731,Good,Halifax,Nova Scotia,Halifax Main Branch,1,0,0
9278,1896,Personal Loan,8228.47,14.81,120,2023-10-05,Approved,32,26-35,Male,Self-employed,76843,High Income,594,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9279,1574,Personal Loan,15381.57,9.41,60,2024-12-23,Approved,50,36-50,Female,Full-time,79420,High Income,638,Fair,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9280,1407,Business Loan,57247.15,14.17,48,2023-01-24,Approved,59,51-65,Male,Retired,40096,Middle Income,528,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9281,1407,Mortgage,371418.8,15.88,24,2024-02-17,Approved,59,51-65,Male,Retired,40096,Middle Income,528,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9282,1476,Personal Loan,10195.74,6.96,48,2024-12-08,Approved,23,18-25,Male,Full-time,61552,Middle Income,611,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9283,1476,Auto Loan,31977.54,11.24,60,2023-07-15,Approved,23,18-25,Male,Full-time,61552,Middle Income,611,Fair,Brampton,Ontario,Brampton Main Branch,1,0,0
9284,1551,Personal Loan,19218.16,12.34,60,2023-03-27,Approved,69,66+,Female,Self-employed,113304,High Income,676,Good,Hamilton,Ontario,Hamilton Main Branch,1,0,0
9285,1551,Personal Loan,9203.98,14.12,60,2024-07-20,Rejected,69,66+,Female,Self-employed,113304,High Income,676,Good,Hamilton,Ontario,Hamilton Main Branch,0,1,0
9286,1501,Personal Loan,14801.83,9.09,60,2024-02-04,Approved,70,66+,Female,Full-time,70166,High Income,600,Fair,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9287,1821,Auto Loan,32838.58,14.05,12,2023-06-09,Approved,27,26-35,Female,Full-time,68880,Middle Income,562,Poor,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9288,1830,Personal Loan,15557.53,15.78,36,2024-03-14,Approved,64,51-65,Male,Full-time,51712,Middle Income,579,Poor,Ottawa,Ontario,Ottawa Main Branch,1,0,0
9289,1386,Personal Loan,7354.88,14.93,24,2024-04-12,Defaulted,70,66+,Female,Student,27200,Low Income,478,Poor,Edmonton,Alberta,Edmonton Main Branch,0,0,1
9290,1959,Personal Loan,25849.97,9.8,60,2024-05-02,Approved,46,36-50,Female,Self-employed,99335,High Income,668,Fair,Calgary,Alberta,Calgary Main Branch,1,0,0
9291,1092,Personal Loan,20233.92,10.11,36,2023-12-13,Approved,38,36-50,Female,Full-time,71231,High Income,605,Fair,Toronto,Ontario,Toronto Main Branch,1,0,0
9292,1007,Mortgage,616935.22,14.42,60,2024-06-30,Approved,38,36-50,Male,Full-time,73410,High Income,582,Fair,Montreal,Quebec,Montreal Main Branch,1,0,0
9293,1500,Business Loan,64476.66,5.07,120,2024-10-12,Approved,29,26-35,Male,Self-employed,137943,Very High Income,795,Very Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9294,1500,Mortgage,301059.69,5.77,12,2024-04-02,Approved,29,26-35,Male,Self-employed,137943,Very High Income,795,Very Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9295,1618,Auto Loan,23523.67,7.12,36,2023-08-11,Approved,54,51-65,Male,Part-time,42271,Middle Income,700,Good,Mississauga,Ontario,Mississauga Main Branch,1,0,0
9296,1030,Auto Loan,23118.85,6.54,240,2023-05-16,Approved,39,36-50,Female,Full-time,97507,High Income,759,Very Good,Winnipeg,Manitoba,Winnipeg Main Branch,1,0,0
9297,1390,Auto Loan,36161.83,8.95,36,2023-03-16,Approved,54,51-65,Female,Full-time,67641,Middle Income,713,Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9298,1390,Business Loan,140317.47,6.2,36,2023-07-03,Approved,54,51-65,Female,Full-time,67641,Middle Income,713,Good,Toronto,Ontario,Toronto Main Branch,1,0,0
9299,1363,Personal Loan,31270.96,6.15,300,2023-06-19,Approved,68,66+,Male,Self-employed,84262,High Income,746,Very Good,Edmonton,Alberta,Edmonton Main Branch,1,0,0
9300,1461,Auto Loan,26169.48,11.92,36,2023-02-22,Rejected,66,66+,Female,Full-time,65390,Middle Income,504,Poor,Quebec City,Quebec,Quebec City Main Branch,0,1,0
9301,1598,Auto Loan,35227.54,13.57,12,2024-02-07,Approved,25,18-25,Male,Full-time,85089,High Income,573,Poor,Montreal,Quebec,Montreal Main Branch,1,0,0
9302,1053,Mortgage,50692.27,13.23,120,2024-07-21,Approved,31,26-35,Male,Full-time,83863,High Income,488,Poor,Quebec City,Quebec,Quebec City Main Branch,1,0,0
9303,1374,Student Loan,19351.77,13.99,12,2024-12-27,Defaulted,22,18-25,Male,Unemployed,12000,Low Income,562,Poor,Hamilton,Ontario,Hamilton Main Branch,0,0,1
9304,1538,Personal Loan,14760.25,7.21,12,2023-03-07,Approved,43,36-50,Male,Full-time,72614,High Income,708,Good,Edmonton,Alberta,Edmonton Main Branch,1,0,0
